"id_employe","nom","prenom","poste","departement_id","nom_departement","date_embauche","date_depart","statut_au_2026_08_01","salaire","anciennete_annees","cohorte_embauche","score_moyen_total","score_moyen_3_derniers_trimestres","categorie_performance","derniere_evaluation"
"348","Nom_348","Prenom_348","Analyste","9","Juridique","2020-08-09","","Активен","4766","5,98","2020","75,33","80,67","Высокая","2024-10-01"
"349","Nom_349","Prenom_349","Developpeur","1","Ressources Humaines","2023-07-07","2027-06-10","Активен","4513","3,07","2023","68,33","68,67","Средняя","2024-10-01"
"350","Nom_350","Prenom_350","RH","8","Opérations","2022-12-14","","Активен","4926","3,63","2022","72,42","79,67","Средняя","2024-10-01"
"351","Nom_351","Prenom_351","Developpeur","5","Marketing","2022-12-16","","Активен","4906","3,62","2022","77","69","Средняя","2024-10-01"
"352","Nom_352","Prenom_352","Analyste","3","Informatique","2019-04-14","","Активен","2811","7,3","2019","82,58","82,33","Высокая","2024-10-01"
"353","Nom_353","Prenom_353","Analyste","7","Service Client","2019-09-11","","Активен","4173","6,89","2019","70,25","65,33","Средняя","2024-10-01"
"354","Nom_354","Prenom_354","Finance","7","Service Client","2022-06-04","","Активен","2943","4,16","2022","73,58","74,67","Средняя","2024-10-01"
"355","Nom_355","Prenom_355","Manager","9","Juridique","2022-02-09","","Активен","3300","4,47","2022","75,25","67,67","Средняя","2024-10-01"
"357","Nom_357","Prenom_357","Developpeur","3","Informatique","2023-02-05","","Активен","2247","3,49","2023","72,83","74","Средняя","2024-10-01"
"358","Nom_358","Prenom_358","RH","1","Ressources Humaines","2019-04-09","","Активен","3999","7,31","2019","74,5","77","Средняя","2024-10-01"
"359","Nom_359","Prenom_359","Manager","8","Opérations","2019-06-02","","Активен","2743","7,16","2019","76","89,33","Высокая","2024-10-01"
"361","Nom_361","Prenom_361","Developpeur","8","Opérations","2021-05-27","","Активен","4016","5,18","2021","76,92","77,67","Средняя","2024-10-01"
"362","Nom_362","Prenom_362","Developpeur","8","Opérations","2019-12-04","","Активен","3936","6,66","2019","71,83","77","Средняя","2024-10-01"
"363","Nom_363","Prenom_363","Finance","5","Marketing","2023-09-26","","Активен","4118","2,85","2023","79,92","72,33","Средняя","2024-10-01"
"364","Nom_364","Prenom_364","RH","1","Ressources Humaines","2021-04-01","","Активен","3582","5,33","2021","71,33","71,67","Средняя","2024-10-01"
"365","Nom_365","Prenom_365","Finance","10","Direction Générale","2022-04-01","","Активен","1790","4,33","2022","82,42","89","Высокая","2024-10-01"
"366","Nom_366","Prenom_366","RH","7","Service Client","2023-10-10","","Активен","2953","2,81","2023","63,92","58,33","Низкая","2024-10-01"
"367","Nom_367","Prenom_367","Finance","10","Direction Générale","2021-08-14","","Активен","1025","4,96","2021","74,25","73,33","Средняя","2024-10-01"
"368","Nom_368","Prenom_368","Finance","5","Marketing","2023-09-01","","Активен","1576","2,92","2023","81,92","86,33","Высокая","2024-10-01"
"369","Nom_369","Prenom_369","Analyste","8","Opérations","2019-06-10","","Активен","3637","7,14","2019","80,08","88,67","Высокая","2024-10-01"
"370","Nom_370","Prenom_370","Developpeur","9","Juridique","2023-05-23","2027-06-04","Активен","1487","3,19","2023","73,42","75,33","Средняя","2024-10-01"
"371","Nom_371","Prenom_371","Finance","7","Service Client","2021-03-11","","Активен","1329","5,39","2021","77,58","70","Средняя","2024-10-01"
"372","Nom_372","Prenom_372","Finance","7","Service Client","2020-02-02","","Активен","4242","6,49","2020","73,75","70,67","Средняя","2024-10-01"
"373","Nom_373","Prenom_373","Manager","1","Ressources Humaines","2022-07-24","","Активен","2953","4,02","2022","76,33","77,67","Средняя","2024-10-01"
"374","Nom_374","Prenom_374","Developpeur","4","Data & Analytics","2021-03-26","","Активен","2094","5,35","2021","76,5","66,33","Средняя","2024-10-01"
"375","Nom_375","Prenom_375","Manager","2","Finance","2023-03-08","","Активен","2326","3,4","2023","77,42","70","Средняя","2024-10-01"
"376","Nom_376","Prenom_376","Developpeur","2","Finance","2022-11-16","","Активен","3696","3,71","2022","76,08","82,33","Высокая","2024-10-01"
"377","Nom_377","Prenom_377","Manager","2","Finance","2022-03-04","","Активен","3903","4,41","2022","79,33","81,67","Высокая","2024-10-01"
"378","Nom_378","Prenom_378","Finance","4","Data & Analytics","2022-05-03","","Активен","3240","4,25","2022","80,17","92,67","Высокая","2024-10-01"
"379","Nom_379","Prenom_379","Finance","1","Ressources Humaines","2020-02-05","","Активен","4935","6,49","2020","72,5","74,67","Средняя","2024-10-01"
"380","Nom_380","Prenom_380","Analyste","4","Data & Analytics","2020-10-01","","Активен","4602","5,83","2020","84","85,33","Высокая","2024-10-01"
"381","Nom_381","Prenom_381","Manager","2","Finance","2021-11-22","","Активен","1644","4,69","2021","75,92","75","Средняя","2024-10-01"
"382","Nom_382","Prenom_382","RH","5","Marketing","2020-11-18","","Активен","1246","5,7","2020","66,33","69,33","Средняя","2024-10-01"
"383","Nom_383","Prenom_383","Analyste","3","Informatique","2020-04-04","","Активен","4715","6,32","2020","74,25","78","Средняя","2024-10-01"
"384","Nom_384","Prenom_384","Manager","8","Opérations","2021-08-12","","Активен","3909","4,97","2021","69,67","70,67","Средняя","2024-10-01"
"385","Nom_385","Prenom_385","Manager","4","Data & Analytics","2020-04-14","","Активен","2034","6,3","2020","67,92","70,67","Средняя","2024-10-01"
"386","Nom_386","Prenom_386","Analyste","1","Ressources Humaines","2022-10-30","","Активен","1026","3,75","2022","74,17","67,33","Средняя","2024-10-01"
"387","Nom_387","Prenom_387","Finance","1","Ressources Humaines","2021-11-11","","Активен","4943","4,72","2021","69,08","61","Средняя","2024-10-01"
"388","Nom_388","Prenom_388","Manager","10","Direction Générale","2021-01-19","","Активен","3759","5,53","2021","70,17","68,33","Средняя","2024-10-01"
"389","Nom_389","Prenom_389","Finance","3","Informatique","2023-08-21","","Активен","2630","2,95","2023","69,42","62","Средняя","2024-10-01"
"390","Nom_390","Prenom_390","Analyste","9","Juridique","2019-02-07","","Активен","4579","7,48","2019","77,67","80,67","Высокая","2024-10-01"
"391","Nom_391","Prenom_391","Finance","7","Service Client","2019-08-18","","Активен","986","6,95","2019","68,75","79","Средняя","2024-10-01"
"392","Nom_392","Prenom_392","Developpeur","2","Finance","2022-10-20","","Активен","3677","3,78","2022","78,08","91,33","Высокая","2024-10-01"
"393","Nom_393","Prenom_393","RH","9","Juridique","2020-07-16","","Активен","3335","6,04","2020","77,58","89","Высокая","2024-10-01"
"394","Nom_394","Prenom_394","Manager","10","Direction Générale","2020-03-13","","Активен","2732","6,38","2020","78,5","88,33","Высокая","2024-10-01"
"396","Nom_396","Prenom_396","Finance","3","Informatique","2022-07-30","","Активен","1648","4,01","2022","75,5","62,67","Средняя","2024-10-01"
"397","Nom_397","Prenom_397","Manager","10","Direction Générale","2019-01-27","","Активен","2832","7,51","2019","79,58","82,67","Высокая","2024-10-01"
"398","Nom_398","Prenom_398","Finance","2","Finance","2019-08-14","","Активен","2052","6,97","2019","70,83","71,33","Средняя","2024-10-01"
"399","Nom_399","Prenom_399","Developpeur","3","Informatique","2022-07-24","","Активен","2681","4,02","2022","77,33","81,67","Высокая","2024-10-01"
"400","Nom_400","Prenom_400","Analyste","6","Ventes","2021-03-08","","Активен","1069","5,4","2021","75,33","73,67","Средняя","2024-10-01"
"402","Nom_402","Prenom_402","Developpeur","9","Juridique","2019-10-11","","Активен","4003","6,81","2019","77,25","74,33","Средняя","2024-10-01"
"403","Nom_403","Prenom_403","Developpeur","7","Service Client","2021-05-28","","Активен","2374","5,18","2021","78,08","85,67","Высокая","2024-10-01"
"404","Nom_404","Prenom_404","Manager","3","Informatique","2021-08-17","","Активен","3692","4,96","2021","77,25","80,67","Высокая","2024-10-01"
"405","Nom_405","Prenom_405","Finance","4","Data & Analytics","2023-02-13","","Активен","2495","3,46","2023","74,83","80,33","Высокая","2024-10-01"
"408","Nom_408","Prenom_408","Developpeur","2","Finance","2021-03-26","","Активен","2245","5,35","2021","70,58","75,33","Средняя","2024-10-01"
"409","Nom_409","Prenom_409","Finance","6","Ventes","2020-10-20","","Активен","1019","5,78","2020","66,17","62","Средняя","2024-10-01"
"410","Nom_410","Prenom_410","Finance","3","Informatique","2023-03-20","","Активен","852","3,37","2023","67,25","56","Низкая","2024-10-01"
"412","Nom_412","Prenom_412","Developpeur","2","Finance","2022-04-30","","Активен","2466","4,25","2022","73,33","69,67","Средняя","2024-10-01"
"413","Nom_413","Prenom_413","Finance","1","Ressources Humaines","2021-12-08","","Активен","3585","4,65","2021","75,42","84,33","Высокая","2024-10-01"
"414","Nom_414","Prenom_414","Manager","9","Juridique","2023-03-16","","Активен","1519","3,38","2023","79,58","71","Средняя","2024-10-01"
"415","Nom_415","Prenom_415","Analyste","3","Informatique","2019-01-17","","Активен","1205","7,54","2019","74,75","79,67","Средняя","2024-10-01"
"416","Nom_416","Prenom_416","Analyste","1","Ressources Humaines","2022-04-10","","Активен","3094","4,31","2022","79","89,67","Высокая","2024-10-01"
"417","Nom_417","Prenom_417","Analyste","7","Service Client","2022-05-28","2026-11-15","Активен","871","4,18","2022","80,25","86","Высокая","2024-10-01"
"418","Nom_418","Prenom_418","Developpeur","10","Direction Générale","2019-06-07","","Активен","2853","7,15","2019","72,92","80,67","Высокая","2024-10-01"
"419","Nom_419","Prenom_419","RH","5","Marketing","2020-04-21","","Активен","2029","6,28","2020","69,67","58,33","Низкая","2024-10-01"
"420","Nom_420","Prenom_420","Finance","5","Marketing","2021-12-05","","Активен","2367","4,65","2021","74,42","83","Высокая","2024-10-01"
"421","Nom_421","Prenom_421","Manager","1","Ressources Humaines","2022-10-28","","Активен","4482","3,76","2022","69,92","69,67","Средняя","2024-10-01"
"422","Nom_422","Prenom_422","Manager","9","Juridique","2020-06-01","","Активен","3753","6,17","2020","69,92","67","Средняя","2024-10-01"
"423","Nom_423","Prenom_423","Developpeur","7","Service Client","2019-04-09","","Активен","1498","7,31","2019","78,33","72,33","Средняя","2024-10-01"
"424","Nom_424","Prenom_424","Analyste","8","Opérations","2023-11-04","","Активен","1626","2,74","2023","80,17","95","Высокая","2024-10-01"
"425","Nom_425","Prenom_425","Developpeur","9","Juridique","2021-11-26","","Активен","1148","4,68","2021","71","65","Средняя","2024-10-01"
"426","Nom_426","Prenom_426","RH","6","Ventes","2019-10-07","","Активен","4708","6,82","2019","77,92","63,33","Средняя","2024-10-01"
"427","Nom_427","Prenom_427","RH","5","Marketing","2022-10-04","","Активен","1107","3,82","2022","76,42","76,67","Средняя","2024-10-01"
"428","Nom_428","Prenom_428","Finance","6","Ventes","2020-05-11","","Активен","4216","6,22","2020","64,67","65,33","Средняя","2024-10-01"
"429","Nom_429","Prenom_429","Finance","2","Finance","2019-10-29","","Активен","3134","6,76","2019","70,75","85,33","Высокая","2024-10-01"
"430","Nom_430","Prenom_430","RH","4","Data & Analytics","2019-06-30","","Активен","3609","7,09","2019","68,33","58,67","Низкая","2024-10-01"
"431","Nom_431","Prenom_431","RH","3","Informatique","2020-08-29","","Активен","4358","5,92","2020","69,08","54,33","Низкая","2024-10-01"
"433","Nom_433","Prenom_433","Developpeur","9","Juridique","2020-11-30","","Активен","3486","5,67","2020","75,58","74","Средняя","2024-10-01"
"434","Nom_434","Prenom_434","RH","5","Marketing","2021-09-19","","Активен","3785","4,87","2021","73,33","69","Средняя","2024-10-01"
"435","Nom_435","Prenom_435","Manager","6","Ventes","2022-02-13","","Активен","1075","4,46","2022","74,92","76,67","Средняя","2024-10-01"
"436","Nom_436","Prenom_436","Analyste","10","Direction Générale","2019-07-10","","Активен","3347","7,06","2019","75,25","68","Средняя","2024-10-01"
"437","Nom_437","Prenom_437","RH","2","Finance","2019-09-10","","Активен","3564","6,89","2019","70,67","66","Средняя","2024-10-01"
"438","Nom_438","Prenom_438","Analyste","3","Informatique","2021-09-07","","Активен","1136","4,9","2021","70,67","70,33","Средняя","2024-10-01"
"439","Nom_439","Prenom_439","Developpeur","3","Informatique","2021-07-16","","Активен","2773","5,04","2021","71","56,33","Низкая","2024-10-01"
"440","Nom_440","Prenom_440","Analyste","9","Juridique","2022-03-30","2027-07-07","Активен","3779","4,34","2022","74,08","72,67","Средняя","2024-10-01"
"441","Nom_441","Prenom_441","Developpeur","7","Service Client","2022-07-03","","Активен","4768","4,08","2022","76","88,33","Высокая","2024-10-01"
"442","Nom_442","Prenom_442","Manager","8","Opérations","2022-09-08","","Активен","1710","3,9","2022","75","78","Средняя","2024-10-01"
"443","Nom_443","Prenom_443","Developpeur","10","Direction Générale","2019-05-08","","Активен","2796","7,23","2019","64,92","60","Средняя","2024-10-01"
"444","Nom_444","Prenom_444","Developpeur","9","Juridique","2019-01-18","","Активен","3929","7,53","2019","77,33","71,67","Средняя","2024-10-01"
"445","Nom_445","Prenom_445","Finance","6","Ventes","2023-12-22","","Активен","4557","2,61","2023","70,83","68,67","Средняя","2024-10-01"
"446","Nom_446","Prenom_446","RH","4","Data & Analytics","2023-10-25","","Активен","1127","2,77","2023","74,83","69,33","Средняя","2024-10-01"
"447","Nom_447","Prenom_447","RH","1","Ressources Humaines","2020-07-19","","Активен","2599","6,03","2020","65,92","63,67","Средняя","2024-10-01"
"448","Nom_448","Prenom_448","Manager","8","Opérations","2020-07-23","","Активен","1114","6,02","2020","74,92","70,67","Средняя","2024-10-01"
"449","Nom_449","Prenom_449","Manager","7","Service Client","2022-09-08","","Активен","4345","3,9","2022","73,17","62","Средняя","2024-10-01"
"450","Nom_450","Prenom_450","RH","2","Finance","2020-11-16","","Активен","1934","5,71","2020","78,5","82,33","Высокая","2024-10-01"
"451","Nom_451","Prenom_451","Finance","8","Opérations","2023-12-21","","Активен","3546","2,61","2023","75,58","73","Средняя","2024-10-01"
"452","Nom_452","Prenom_452","RH","5","Marketing","2020-09-17","","Активен","2320","5,87","2020","68,75","64,67","Средняя","2024-10-01"
"453","Nom_453","Prenom_453","Finance","7","Service Client","2022-08-04","","Активен","955","3,99","2022","76,75","73,67","Средняя","2024-10-01"
"454","Nom_454","Prenom_454","Manager","4","Data & Analytics","2021-05-03","","Активен","2524","5,25","2021","74,75","62","Средняя","2024-10-01"
"455","Nom_455","Prenom_455","Analyste","5","Marketing","2023-08-14","","Активен","4143","2,97","2023","69,5","65","Средняя","2024-10-01"
"456","Nom_456","Prenom_456","Manager","8","Opérations","2021-08-19","","Активен","1686","4,95","2021","81,33","78,33","Средняя","2024-10-01"
"457","Nom_457","Prenom_457","Manager","1","Ressources Humaines","2023-07-21","2026-08-27","Активен","3873","3,03","2023","71,58","75,67","Средняя","2024-10-01"
"458","Nom_458","Prenom_458","Developpeur","1","Ressources Humaines","2019-06-04","","Активен","3605","7,16","2019","73,25","81,33","Высокая","2024-10-01"
"459","Nom_459","Prenom_459","Developpeur","4","Data & Analytics","2020-05-04","","Активен","1521","6,24","2020","80,33","75,67","Средняя","2024-10-01"
"460","Nom_460","Prenom_460","Developpeur","3","Informatique","2022-11-10","","Активен","1712","3,72","2022","75,67","84","Высокая","2024-10-01"
"461","Nom_461","Prenom_461","Developpeur","10","Direction Générale","2021-02-23","","Активен","4157","5,43","2021","75,17","86,33","Высокая","2024-10-01"
"463","Nom_463","Prenom_463","RH","3","Informatique","2022-11-17","","Активен","4908","3,7","2022","66,58","62,67","Средняя","2024-10-01"
"464","Nom_464","Prenom_464","Analyste","1","Ressources Humaines","2019-09-03","","Активен","1297","6,91","2019","67,25","68,33","Средняя","2024-10-01"
"465","Nom_465","Prenom_465","Manager","1","Ressources Humaines","2022-04-14","2027-01-13","Активен","2556","4,3","2022","75,83","78,67","Средняя","2024-10-01"
"466","Nom_466","Prenom_466","Finance","6","Ventes","2021-11-28","","Активен","1917","4,67","2021","77,33","73","Средняя","2024-10-01"
"467","Nom_467","Prenom_467","Analyste","5","Marketing","2023-02-09","","Активен","4209","3,47","2023","76,42","83","Высокая","2024-10-01"
"468","Nom_468","Prenom_468","Finance","8","Opérations","2023-09-02","","Активен","3628","2,91","2023","81,42","79,33","Средняя","2024-10-01"
"469","Nom_469","Prenom_469","Finance","2","Finance","2021-01-28","","Активен","2447","5,51","2021","72,67","78","Средняя","2024-10-01"
"470","Nom_470","Prenom_470","Manager","4","Data & Analytics","2020-06-21","","Активен","3783","6,11","2020","66,58","73","Средняя","2024-10-01"
"471","Nom_471","Prenom_471","RH","8","Opérations","2021-07-09","","Активен","942","5,06","2021","68,67","77","Средняя","2024-10-01"
"472","Nom_472","Prenom_472","Developpeur","6","Ventes","2020-02-12","","Активен","3561","6,47","2020","66,33","68,67","Средняя","2024-10-01"
"474","Nom_474","Prenom_474","Manager","4","Data & Analytics","2021-04-07","","Активен","3231","5,32","2021","73,83","80","Высокая","2024-10-01"
"475","Nom_475","Prenom_475","Manager","1","Ressources Humaines","2023-03-10","","Активен","2648","3,39","2023","75,67","77","Средняя","2024-10-01"
"477","Nom_477","Prenom_477","Analyste","5","Marketing","2019-02-05","","Активен","2517","7,49","2019","79,17","76,67","Средняя","2024-10-01"
"478","Nom_478","Prenom_478","RH","8","Opérations","2020-11-15","","Активен","3872","5,71","2020","74,92","86,33","Высокая","2024-10-01"
"479","Nom_479","Prenom_479","RH","8","Opérations","2019-01-20","","Активен","1867","7,53","2019","74,92","80","Высокая","2024-10-01"
"480","Nom_480","Prenom_480","Finance","3","Informatique","2019-11-17","","Активен","3586","6,7","2019","73,5","79","Средняя","2024-10-01"
"481","Nom_481","Prenom_481","Finance","4","Data & Analytics","2023-12-05","","Активен","4591","2,66","2023","74,75","72,67","Средняя","2024-10-01"
"482","Nom_482","Prenom_482","Finance","10","Direction Générale","2020-05-26","","Активен","2088","6,18","2020","74,17","91,67","Высокая","2024-10-01"
"483","Nom_483","Prenom_483","Manager","6","Ventes","2020-02-04","","Активен","4671","6,49","2020","71,75","75,33","Средняя","2024-10-01"
"484","Nom_484","Prenom_484","RH","10","Direction Générale","2020-10-15","","Активен","2606","5,79","2020","69","68,33","Средняя","2024-10-01"
"485","Nom_485","Prenom_485","Manager","3","Informatique","2021-08-29","","Активен","2304","4,92","2021","76,42","64","Средняя","2024-10-01"
"486","Nom_486","Prenom_486","Analyste","2","Finance","2020-04-15","","Активен","4108","6,29","2020","67,75","66,67","Средняя","2024-10-01"
"487","Nom_487","Prenom_487","Finance","6","Ventes","2022-03-12","","Активен","3751","4,39","2022","82,08","81,67","Высокая","2024-10-01"
"489","Nom_489","Prenom_489","Manager","10","Direction Générale","2022-10-09","2026-12-03","Активен","2490","3,81","2022","69,25","60,33","Средняя","2024-10-01"
"492","Nom_492","Prenom_492","RH","5","Marketing","2020-12-27","","Активен","3913","5,59","2020","74,17","70","Средняя","2024-10-01"
"494","Nom_494","Prenom_494","Finance","5","Marketing","2019-02-20","","Активен","3462","7,44","2019","70,83","68,67","Средняя","2024-10-01"
"495","Nom_495","Prenom_495","Manager","3","Informatique","2023-08-16","","Активен","2304","2,96","2023","69,5","66,33","Средняя","2024-10-01"
"496","Nom_496","Prenom_496","Analyste","7","Service Client","2023-09-18","","Активен","3263","2,87","2023","78,58","68","Средняя","2024-10-01"
"497","Nom_497","Prenom_497","Analyste","6","Ventes","2020-07-28","","Активен","3353","6,01","2020","80,67","76,33","Средняя","2024-10-01"
"498","Nom_498","Prenom_498","RH","4","Data & Analytics","2022-04-28","","Активен","1532","4,26","2022","78,58","78","Средняя","2024-10-01"
"499","Nom_499","Prenom_499","Developpeur","2","Finance","2022-02-22","","Активен","2548","4,44","2022","77,92","77","Средняя","2024-10-01"
"501","Nom_501","Prenom_501","Manager","1","Ressources Humaines","2019-11-10","","Активен","1223","6,72","2019","77,08","74,33","Средняя","2024-10-01"
"502","Nom_502","Prenom_502","RH","4","Data & Analytics","2020-07-23","","Активен","4278","6,02","2020","78,5","78,33","Средняя","2024-10-01"
"503","Nom_503","Prenom_503","Analyste","1","Ressources Humaines","2022-09-27","","Активен","2391","3,84","2022","73,67","88,33","Высокая","2024-10-01"
"504","Nom_504","Prenom_504","Analyste","6","Ventes","2019-11-01","","Активен","1292","6,75","2019","73,5","70,33","Средняя","2024-10-01"
"505","Nom_505","Prenom_505","Finance","4","Data & Analytics","2023-09-12","2028-04-03","Активен","991","2,89","2023","80,42","83","Высокая","2024-10-01"
"506","Nom_506","Prenom_506","Finance","5","Marketing","2020-11-12","","Активен","1298","5,72","2020","76,58","87,33","Высокая","2024-10-01"
"507","Nom_507","Prenom_507","Manager","5","Marketing","2021-04-17","","Активен","2056","5,29","2021","73,67","63,33","Средняя","2024-10-01"
"508","Nom_508","Prenom_508","Developpeur","9","Juridique","2023-12-12","","Активен","2768","2,64","2023","79,67","71,33","Средняя","2024-10-01"
"509","Nom_509","Prenom_509","RH","1","Ressources Humaines","2021-12-13","","Активен","2986","4,63","2021","70,92","68,33","Средняя","2024-10-01"
"510","Nom_510","Prenom_510","Manager","2","Finance","2021-09-29","","Активен","1616","4,84","2021","76,17","73","Средняя","2024-10-01"
"511","Nom_511","Prenom_511","Finance","6","Ventes","2020-03-19","","Активен","4020","6,37","2020","70,17","76","Средняя","2024-10-01"
"513","Nom_513","Prenom_513","Finance","7","Service Client","2021-09-19","","Активен","1886","4,87","2021","80,17","70,33","Средняя","2024-10-01"
"515","Nom_515","Prenom_515","Developpeur","3","Informatique","2021-12-12","","Активен","2674","4,64","2021","75,33","83,67","Высокая","2024-10-01"
"516","Nom_516","Prenom_516","Manager","10","Direction Générale","2023-05-15","","Активен","1670","3,21","2023","75,25","82,67","Высокая","2024-10-01"
"517","Nom_517","Prenom_517","RH","2","Finance","2021-09-30","","Активен","2842","4,84","2021","67,5","61,67","Средняя","2024-10-01"
"518","Nom_518","Prenom_518","Analyste","3","Informatique","2023-07-02","","Активен","1072","3,08","2023","75,67","68,67","Средняя","2024-10-01"
"519","Nom_519","Prenom_519","Analyste","10","Direction Générale","2019-01-05","","Активен","1829","7,57","2019","77,17","73,33","Средняя","2024-10-01"
"520","Nom_520","Prenom_520","RH","1","Ressources Humaines","2022-01-31","","Активен","4018","4,5","2022","77","82","Высокая","2024-10-01"
"521","Nom_521","Prenom_521","RH","5","Marketing","2022-05-04","","Активен","4869","4,24","2022","74,25","71,67","Средняя","2024-10-01"
"522","Nom_522","Prenom_522","RH","5","Marketing","2021-02-12","","Активен","1851","5,46","2021","71,58","70,67","Средняя","2024-10-01"
"523","Nom_523","Prenom_523","Analyste","7","Service Client","2021-05-26","","Активен","4833","5,18","2021","78,5","75","Средняя","2024-10-01"
"524","Nom_524","Prenom_524","Analyste","4","Data & Analytics","2021-09-18","","Активен","2373","4,87","2021","75,33","75,33","Средняя","2024-10-01"
"525","Nom_525","Prenom_525","RH","3","Informatique","2021-06-02","","Активен","3990","5,16","2021","77,17","76","Средняя","2024-10-01"
"526","Nom_526","Prenom_526","Finance","1","Ressources Humaines","2022-10-05","","Активен","4597","3,82","2022","75,42","63,33","Средняя","2024-10-01"
"528","Nom_528","Prenom_528","Developpeur","3","Informatique","2021-05-16","","Активен","4547","5,21","2021","80,17","82,33","Высокая","2024-10-01"
"529","Nom_529","Prenom_529","Manager","2","Finance","2021-04-02","","Активен","2905","5,33","2021","78,08","81,33","Высокая","2024-10-01"
"530","Nom_530","Prenom_530","Finance","4","Data & Analytics","2021-07-24","","Активен","1107","5,02","2021","72,08","78,67","Средняя","2024-10-01"
"531","Nom_531","Prenom_531","Analyste","3","Informatique","2020-10-17","","Активен","4159","5,79","2020","67,42","69,33","Средняя","2024-10-01"
"532","Nom_532","Prenom_532","Finance","1","Ressources Humaines","2019-09-26","","Активен","3976","6,85","2019","73,75","74","Средняя","2024-10-01"
"533","Nom_533","Prenom_533","Developpeur","3","Informatique","2020-01-05","","Активен","2051","6,57","2020","76,5","73","Средняя","2024-10-01"
"534","Nom_534","Prenom_534","Developpeur","2","Finance","2020-09-27","","Активен","3547","5,84","2020","79,08","74,33","Средняя","2024-10-01"
"535","Nom_535","Prenom_535","Manager","8","Opérations","2022-02-03","","Активен","2317","4,49","2022","74,83","65","Средняя","2024-10-01"
"536","Nom_536","Prenom_536","Finance","6","Ventes","2023-08-21","","Активен","2178","2,95","2023","76,42","95","Высокая","2024-10-01"
"537","Nom_537","Prenom_537","Analyste","9","Juridique","2023-08-10","","Активен","2761","2,98","2023","71,42","68,67","Средняя","2024-10-01"
"538","Nom_538","Prenom_538","Analyste","8","Opérations","2020-10-18","","Активен","3663","5,79","2020","74,33","71,67","Средняя","2024-10-01"
"539","Nom_539","Prenom_539","RH","10","Direction Générale","2019-04-30","","Активен","3456","7,26","2019","75,75","80,33","Высокая","2024-10-01"
"540","Nom_540","Prenom_540","Analyste","3","Informatique","2021-04-10","","Активен","3294","5,31","2021","75,83","73","Средняя","2024-10-01"
"541","Nom_541","Prenom_541","Manager","5","Marketing","2023-12-16","2026-09-02","Активен","4805","2,63","2023","74,25","76,33","Средняя","2024-10-01"
"542","Nom_542","Prenom_542","Manager","7","Service Client","2023-06-16","","Активен","4363","3,13","2023","70","65,33","Средняя","2024-10-01"
"543","Nom_543","Prenom_543","Analyste","5","Marketing","2021-12-17","","Активен","1722","4,62","2021","73,33","82","Высокая","2024-10-01"
"544","Nom_544","Prenom_544","Analyste","8","Opérations","2022-10-01","","Активен","3759","3,83","2022","69,17","58","Низкая","2024-10-01"
"545","Nom_545","Prenom_545","RH","5","Marketing","2021-01-10","","Активен","983","5,56","2021","71,5","71,67","Средняя","2024-10-01"
"546","Nom_546","Prenom_546","Analyste","1","Ressources Humaines","2023-02-06","","Активен","4158","3,48","2023","83,25","91,33","Высокая","2024-10-01"
"547","Nom_547","Prenom_547","RH","5","Marketing","2019-04-27","","Активен","2198","7,26","2019","75,33","69","Средняя","2024-10-01"
"548","Nom_548","Prenom_548","RH","4","Data & Analytics","2021-03-01","","Активен","3596","5,42","2021","70,92","74,33","Средняя","2024-10-01"
"549","Nom_549","Prenom_549","Analyste","6","Ventes","2022-02-24","","Активен","1336","4,43","2022","82,5","94,67","Высокая","2024-10-01"
"550","Nom_550","Prenom_550","Developpeur","3","Informatique","2022-11-17","","Активен","2073","3,7","2022","74,25","84,67","Высокая","2024-10-01"
"551","Nom_551","Prenom_551","Developpeur","5","Marketing","2021-10-09","","Активен","3767","4,81","2021","74,83","72,67","Средняя","2024-10-01"
"552","Nom_552","Prenom_552","RH","2","Finance","2023-07-23","","Активен","3849","3,03","2023","78,42","76,33","Средняя","2024-10-01"
"553","Nom_553","Prenom_553","Analyste","6","Ventes","2021-12-17","","Активен","1896","4,62","2021","73,42","67,33","Средняя","2024-10-01"
"554","Nom_554","Prenom_554","Developpeur","6","Ventes","2020-09-25","","Активен","2105","5,85","2020","84,08","87,67","Высокая","2024-10-01"
"555","Nom_555","Prenom_555","Analyste","5","Marketing","2020-05-27","","Активен","1715","6,18","2020","74,08","58","Низкая","2024-10-01"
"556","Nom_556","Prenom_556","Analyste","6","Ventes","2023-11-10","","Активен","3881","2,72","2023","83","80","Высокая","2024-10-01"
"557","Nom_557","Prenom_557","Analyste","7","Service Client","2021-03-12","","Активен","1828","5,39","2021","81,92","84,33","Высокая","2024-10-01"
"558","Nom_558","Prenom_558","Finance","5","Marketing","2022-01-24","","Активен","2777","4,52","2022","71,5","75,67","Средняя","2024-10-01"
"559","Nom_559","Prenom_559","Analyste","1","Ressources Humaines","2023-07-20","","Активен","4154","3,03","2023","81,5","75","Средняя","2024-10-01"
"560","Nom_560","Prenom_560","Finance","8","Opérations","2022-02-15","","Активен","3311","4,46","2022","74,33","80,33","Высокая","2024-10-01"
"561","Nom_561","Prenom_561","RH","4","Data & Analytics","2020-07-13","","Активен","1070","6,05","2020","73,25","71","Средняя","2024-10-01"
"562","Nom_562","Prenom_562","Developpeur","9","Juridique","2023-06-13","","Активен","1986","3,13","2023","78,25","66","Средняя","2024-10-01"
